movieCd,image,link,userRating
20186202,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167697_P01_113354.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167697,7.71
20179101,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153687_P54_102718.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153687,6.85
20170670,https://ssl.pstatic.net/imgmovie/mdi/mit110/1690/169015_P29_104430.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169015,4.86
20189261,https://ssl.pstatic.net/imgmovie/mdi/mit110/1727/172768_P23_140008.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172768,8.73
20187647,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167602_P09_101816.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167602,7.91
20181181,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154222_P07_114856.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154222,9.12
20139221,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47370_P32_143517.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47370,8.28
20184802,https://ssl.pstatic.net/imgmovie/mdi/mit110/1696/169643_P26_103310.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169643,8.59
20183584,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152661_P02_173353.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152661,5.87
20187657,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171499_P38_160259.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171499,7.41
20187641,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172118_P13_110330.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172118,8.76
20187427,https://ssl.pstatic.net/imgmovie/mdi/mit110/1730/173019_P30_150613.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173019,9.07
20186501,https://ssl.pstatic.net/imgmovie/mdi/mit110/1757/175727_P08_154401.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175727,9.23
20183361,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136990_P27_140604.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136990,9.23
20185242,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174805_P12_100714.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174805,8.72
20186121,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172174_P20_110537.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172174,9.21
20170942,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109906_P00_103901.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109906,3.85
20180522,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144330_P05_110325.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144330,8.62
20185341,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175322_P98_135944.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175322,8.18
